Id,Project,Reporter,Priority,Severity,Reproducibility,Category,Date Submitted,View Status,Updated,Status,Resolution
41844,e-Lottery,bhagyarathia,normal,minor,always,Bug,2022-04-21,public,2022-04-21,new,open
41843,e-Lottery,bhagyarathia,normal,minor,always,Observation,2022-04-21,public,2022-04-21,new,open
41840,e-Lottery,pragatia,normal,minor,always,Bug,2022-04-21,public,2022-04-21,new,open
41838,e-Lottery,bhagyarathia,normal,minor,always,Observation,2022-04-21,public,2022-04-21,new,open
41837,e-Lottery,bhagyarathia,normal,minor,always,Observation,2022-04-21,public,2022-04-21,new,open
41836,e-Lottery,bhagyarathia,normal,major,always,Bug,2022-04-21,public,2022-04-21,new,open
41821,e-Lottery,bhagyarathia,normal,major,always,Bug,2022-04-20,public,2022-04-20,new,open
41817,e-Lottery,pragatia,normal,minor,always,Observation,2022-04-20,public,2022-04-20,new,open
41816,e-Lottery,pragatia,normal,minor,always,Observation,2022-04-20,public,2022-04-20,new,open
41813,e-Lottery,pragatia,normal,minor,always,Bug,2022-04-20,public,2022-04-20,new,open
41811,e-Lottery,bhagyarathia,normal,major,always,Bug,2022-04-20,public,2022-04-20,new,open
41800,e-Lottery,pragatia,normal,minor,have not tried,Bug,2022-04-20,public,2022-04-20,new,open
41798,e-Lottery,pragatia,normal,minor,always,Observation,2022-04-20,public,2022-04-20,new,open
41797,e-Lottery,bhagyarathia,normal,major,always,Bug,2022-04-20,public,2022-04-20,new,open
41786,e-Lottery,bhagyarathia,normal,major,always,Bug,2022-04-20,public,2022-04-20,assigned,open
41739,e-Lottery,pragatia,high,major,always,Bug,2022-04-19,public,2022-04-19,assigned,open
32578,e-Lottery,Upasanak,normal,major,have not tried,Bug,2021-07-27,public,2021-07-27,assigned,open
30710,e-Lottery,yashg,normal,minor,have not tried,General,2021-06-07,public,2021-06-07,assigned,open
30696,e-Lottery,rajatb,normal,major,N/A,New Change Request,2021-06-07,public,2021-06-07,assigned,open
12675,e-Lottery,vinishak,high,major,have not tried,Bug,2020-03-02,public,2020-03-02,assigned,open
12668,e-Lottery,user19,high,major,always,Bug,2020-03-02,public,2020-03-02,assigned,open
12662,e-Lottery,user19,high,minor,sometimes,Bug,2020-03-02,public,2020-03-02,assigned,open
12645,e-Lottery,vinishak,normal,minor,have not tried,Observation,2020-03-02,public,2020-03-02,assigned,open
12643,e-Lottery,vinishak,normal,minor,have not tried,Observation,2020-03-02,public,2020-03-02,assigned,open
12510,e-Lottery,vinishak,normal,major,have not tried,Observation,2020-02-26,public,2020-02-26,assigned,open
12509,e-Lottery,vinishak,normal,minor,have not tried,Observation,2020-02-26,public,2020-02-26,assigned,open
12385,e-Lottery,user19,high,major,always,Bug,2020-02-20,public,2020-02-20,assigned,open
12379,e-Lottery,user19,high,major,always,Bug,2020-02-20,public,2020-02-20,assigned,open
12377,e-Lottery,vinishak,normal,minor,have not tried,Bug,2020-02-20,public,2020-02-20,assigned,open
